id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
18748,Current Affairs,Episode 73,79.89,News,35.16,Monday,Evening,,1.0,Neutral,56.16172
18749,World Watch,Episode 12,81.69,News,86.33,Wednesday,Night,,0.0,Negative,63.78867
18750,Comedy Corner,Episode 70,31.52,Comedy,85.61,Saturday,Night,,1.0,Neutral,17.26107
18751,Innovators,Episode 92,42.85,Technology,81.55,Sunday,Morning,87.08,0.0,Positive,30.68578
18752,Tech Talks,Episode 55,19.83,Technology,75.25,Saturday,Evening,96.93,0.0,Positive,10.41098
18753,Funny Folks,Episode 27,24.48,Comedy,46.42,Saturday,Afternoon,43.95,0.0,Positive,19.59042
18754,Tech Trends,Episode 83,69.19,Technology,94.12,Friday,Morning,94.74,1.0,Negative,67.69658
18755,Funny Folks,Episode 13,,Comedy,31.54,Monday,Evening,94.52,1.0,Positive,66.64203
18756,Game Day,Episode 28,53.99,Sports,69.3,Wednesday,Night,31.23,1.0,Negative,32.94
18757,Detective Diaries,Episode 12,,True Crime,92.09,Monday,Afternoon,63.79,2.0,Negative,58.75828
18758,Health Hour,Episode 23,27.64,Health,40.52,Tuesday,Night,53.24,1.0,Negative,25.62448
18759,Study Sessions,Episode 71,40.56,Education,52.08,Wednesday,Night,22.14,0.0,Neutral,16.75241
18760,Joke Junction,Episode 28,30.56,Comedy,60.48,Monday,Evening,95.37,0.0,Positive,26.37929
18761,Healthy Living,Episode 9,95.63,Health,26.6,Saturday,Evening,64.72,1.0,Negative,57.05192
18762,Sports Central,Episode 46,111.97,Sports,39.19,Friday,Afternoon,,0.0,Neutral,70.2544
18763,Tech Talks,Episode 53,52.27,Technology,34.29,Tuesday,Night,14.77,2.0,Negative,24.24693
18764,Fashion Forward,Episode 23,63.67,Lifestyle,78.59,Monday,Night,81.8,1.0,Positive,42.89
18765,Funny Folks,Episode 5,30.28,Comedy,96.99,Friday,Morning,91.37,1.0,Neutral,21.5254
18766,Mystery Matters,Episode 73,40.93,True Crime,96.7,Tuesday,Night,43.44,2.0,Neutral,32.76209
18767,Sport Spot,Episode 71,81.38,Sports,27.71,Tuesday,Evening,83.31,3.0,Neutral,49.09
18768,Current Affairs,Episode 91,105.01,News,47.02,Monday,Night,37.71,1.0,Neutral,82.3843
18769,Laugh Line,Episode 47,,Comedy,93.41,Saturday,Morning,,1.0,Negative,28.3933
18770,Brain Boost,Episode 37,,Education,56.09,Tuesday,Afternoon,,1.0,Negative,16.70791
18771,Learning Lab,Episode 83,30.69,Education,95.69,Sunday,Night,93.43,3.0,Neutral,22.04242
18772,Tech Trends,Episode 31,71.66,Technology,33.77,Thursday,Evening,,2.0,Positive,40.25863
18773,Tech Trends,Episode 62,,Technology,57.23,Tuesday,Morning,63.87,3.0,Negative,83.27768
18774,Current Affairs,Episode 61,118.12,News,62.89,Tuesday,Morning,59.35,1.0,Positive,85.44291
18775,Business Insights,Episode 65,78.29,Business,55.97,Monday,Morning,,0.0,Positive,56.34177
18776,Lifestyle Lounge,Episode 98,,Lifestyle,88.49,Wednesday,Afternoon,90.18,1.0,Negative,5.14525
18777,Tune Time,Episode 59,67.88,Music,77.82,Thursday,Night,,3.0,Positive,55.24541
18778,Sport Spot,Episode 38,42.48,Sports,38.74,Friday,Evening,49.14,0.0,Positive,37.7
18779,Tech Trends,Episode 71,,Technology,58.21,Sunday,Night,93.49,0.0,Positive,30.4
18780,Educational Nuggets,Episode 64,109.74,Education,28.32,Tuesday,Night,70.51,2.0,Negative,64.47474
18781,Business Insights,Episode 65,104.95,Business,83.35,Thursday,Night,43.17,2.0,Positive,63.31838
18782,Gadget Geek,Episode 100,112.59,Technology,34.56,Saturday,Morning,,2.0,Neutral,67.99724
18783,Mystery Matters,Episode 74,115.52,True Crime,44.28,Saturday,Evening,65.2,3.0,Neutral,72.27239
18784,Game Day,Episode 28,32.3,Sports,98.06,Saturday,Evening,,3.0,Positive,21.99
18785,Tech Talks,Episode 96,6.13,Technology,21.97,Wednesday,Afternoon,34.06,0.0,Neutral,6.01368
18786,Sound Waves,Episode 78,48.02,Music,94.15,Saturday,Night,80.37,1.0,Negative,42.08465
18787,Mind & Body,Episode 43,,Health,64.57,Sunday,Night,45.14,0.0,Negative,49.58472
18788,Gadget Geek,Episode 87,,Technology,41.57,Thursday,Afternoon,88.64,1.0,Neutral,30.81358
18789,Market Masters,Episode 30,23.14,Business,67.57,Friday,Evening,75.47,2.0,Positive,7.47469
18790,Current Affairs,Episode 71,9.82,News,90.29,Wednesday,Evening,99.29,0.0,Positive,9.36099
18791,Comedy Corner,Episode 86,51.31,Comedy,45.97,Monday,Afternoon,47.39,0.0,Positive,30.75459
18792,Healthy Living,Episode 49,,Health,36.0,Tuesday,Morning,41.75,0.0,Neutral,48.30528
18793,Home & Living,Episode 52,116.66,Lifestyle,46.64,Saturday,Night,,3.0,Positive,60.30211
18794,Style Guide,Episode 48,,Lifestyle,48.97,Sunday,Morning,50.14,1.0,Positive,38.48111
18795,Lifestyle Lounge,Episode 29,62.2,Lifestyle,45.7,Sunday,Afternoon,58.25,0.0,Negative,43.44843
18796,Funny Folks,Episode 42,56.87,Comedy,91.03,Monday,Night,44.12,0.0,Positive,56.64351
18797,Game Day,Episode 9,26.91,Sports,59.57,Monday,Afternoon,33.06,1.0,Positive,17.13247
18798,Athlete's Arena,Episode 2,111.39,Sports,66.28,Wednesday,Afternoon,5.74,1.0,Negative,86.1259
18799,Current Affairs,Episode 93,103.68,News,35.91,Monday,Evening,34.79,0.0,Neutral,99.69114
18800,Life Lessons,Episode 63,29.69,Lifestyle,24.27,Thursday,Evening,68.15,2.0,Positive,22.22
18801,Comedy Corner,Episode 91,21.43,Comedy,65.77,Sunday,Night,95.31,2.0,Positive,18.66836
18802,Athlete's Arena,Episode 61,62.64,Sports,75.35,Friday,Morning,34.64,1.0,Negative,43.69003
18803,Gadget Geek,Episode 54,94.47,Technology,99.51,Wednesday,Evening,,3.0,Positive,66.71771
18804,Study Sessions,Episode 56,92.31,Education,75.33,Wednesday,Morning,76.87,1.0,Positive,52.50789
18805,Sports Weekly,Episode 14,29.61,Sports,29.24,Tuesday,Morning,80.76,2.0,Positive,15.47
18806,Wellness Wave,Episode 31,57.19,Health,80.64,Friday,Morning,33.81,0.0,Negative,53.8937
18807,News Roundup,Episode 3,18.14,News,44.64,Tuesday,Morning,,0.0,Negative,6.76817
18808,Money Matters,Episode 42,63.01,Business,72.71,Wednesday,Evening,3.24,1.0,Negative,42.40937
18809,Game Day,Episode 34,77.31,Sports,89.1,Sunday,Night,,1.0,Positive,49.59916
18810,Sport Spot,Episode 63,60.98,Sports,92.63,Wednesday,Afternoon,87.46,0.0,Negative,27.12439
18811,Melody Mix,Episode 15,,Music,89.06,Monday,Afternoon,,1.0,Positive,72.18671
18812,Wellness Wave,Episode 65,102.04,Health,76.83,Saturday,Afternoon,58.68,3.0,Positive,62.72322
18813,Wellness Wave,Episode 25,67.216,Health,56.4,Thursday,Morning,22.33,0.0,Neutral,67.21638
18814,Crime Chronicles,Episode 17,64.27,True Crime,84.17,Tuesday,Morning,53.42,0.0,Neutral,63.00959
18815,Game Day,Episode 65,48.53,Sports,32.78,Tuesday,Night,35.57,0.0,Neutral,45.705
18816,Fashion Forward,Episode 62,30.02,Lifestyle,91.5,Monday,Morning,88.3,1.0,Negative,13.89
18817,Style Guide,Episode 42,116.85,Lifestyle,45.18,Saturday,Evening,52.4,0.0,Positive,112.9
18818,Tune Time,Episode 78,14.87,Music,78.52,Monday,Night,50.47,0.0,Positive,14.87
18819,Sound Waves,Episode 23,27.44,Music,59.98,Thursday,Morning,41.29,3.0,Neutral,23.39493
18820,World Watch,Episode 54,,News,38.33,Monday,Evening,40.31,0.0,Negative,39.02977
18821,Lifestyle Lounge,Episode 73,43.02,Lifestyle,39.14,Sunday,Night,48.84,0.0,Negative,15.98
18822,Gadget Geek,Episode 18,95.63,Technology,67.41,Saturday,Afternoon,,0.0,Positive,79.5463
18823,Music Matters,Episode 11,118.06,Music,38.23,Friday,Morning,56.33,0.0,Positive,77.28
18824,Music Matters,Episode 16,51.22,Music,53.25,Saturday,Afternoon,86.37,1.0,Positive,38.05434
18825,Tech Talks,Episode 78,97.51,Technology,72.82,Monday,Afternoon,46.32,1.0,Neutral,53.70862
18826,Gadget Geek,Episode 54,11.14,Technology,75.58,Sunday,Morning,,1.0,Neutral,6.90364
18827,Sport Spot,Episode 32,55.12,Sports,32.66,Monday,Night,17.18,0.0,Positive,31.03235
18828,Funny Folks,Episode 97,88.01,Comedy,40.74,Sunday,Morning,18.86,1.0,Negative,61.87497
18829,Music Matters,Episode 55,44.51,Music,99.52,Thursday,Morning,75.47,1.0,Positive,38.48314
18830,Tune Time,Episode 12,31.46,Music,79.81,Saturday,Evening,,2.0,Positive,24.74435
18831,Crime Chronicles,Episode 30,114.29,True Crime,81.1,Tuesday,Evening,,1.0,Negative,73.56703
18832,Fashion Forward,Episode 11,15.9,Lifestyle,39.08,Saturday,Night,5.2,1.0,Negative,15.42611
18833,Tech Talks,Episode 49,67.96,Technology,60.83,Friday,Afternoon,85.61,0.0,Neutral,62.63364
18834,Mind & Body,Episode 40,83.72,Health,82.36,Thursday,Night,12.18,0.0,Negative,64.13374
18835,Educational Nuggets,Episode 69,109.83,Education,88.44,Wednesday,Afternoon,,2.0,Positive,102.42842
18836,Fashion Forward,Episode 100,104.06,Lifestyle,39.99,Thursday,Night,,0.0,Neutral,93.02372
18837,Home & Living,Episode 46,119.39,Lifestyle,77.08,Sunday,Evening,61.72,0.0,Negative,116.80526
18838,Tune Time,Episode 72,,Music,73.94,Friday,Night,74.79,2.0,Positive,33.1442
18839,Funny Folks,Episode 93,18.1468,Comedy,28.45,Tuesday,Night,30.84,1.0,Neutral,3.87657
18840,Comedy Corner,Episode 52,106.57,Comedy,59.14,Tuesday,Afternoon,91.49,3.0,Positive,65.22272
18841,Tune Time,Episode 37,41.51,Music,51.31,Monday,Afternoon,22.91,0.0,Neutral,26.48401
18842,Sound Waves,Episode 82,42.25,Music,81.05,Friday,Evening,77.12,1.0,Positive,29.65238
18843,Mind & Body,Episode 50,39.87,Health,36.68,Sunday,Afternoon,,0.0,Negative,31.8258
18844,Mystery Matters,Episode 10,69.19,True Crime,33.64,Monday,Evening,87.86,3.0,Positive,28.59797
18845,Funny Folks,Episode 96,18.3,Comedy,89.25,Monday,Night,45.52,1.0,Negative,11.30671
18846,Tech Talks,Episode 77,24.99,Technology,96.73,Monday,Night,54.23,1.0,Positive,20.36
18847,Mystery Matters,Episode 65,66.29,True Crime,49.29,Sunday,Night,48.38,0.0,Positive,55.76558
18848,Sports Central,Episode 32,15.29,Sports,37.39,Sunday,Afternoon,,2.0,Neutral,9.95729
18849,Global News,Episode 67,8.21,News,84.35,Saturday,Evening,54.29,3.0,Neutral,6.71438
18850,Joke Junction,Episode 31,,Comedy,80.76,Thursday,Night,32.33,3.0,Negative,33.32823
18851,Sports Weekly,Episode 31,95.25,Sports,58.33,Saturday,Evening,,1.0,Positive,59.78306
18852,Tech Talks,Episode 90,64.87,Technology,38.39,Monday,Night,71.43,3.0,Neutral,49.09145
18853,Wellness Wave,Episode 71,69.68,Health,99.99,Wednesday,Evening,65.54,3.0,Negative,42.45311
18854,Tune Time,Episode 31,113.98,Music,23.65,Monday,Evening,,0.0,Neutral,79.59
18855,Funny Folks,Episode 29,90.46,Comedy,65.25,Wednesday,Evening,,3.0,Negative,62.47911
18856,Detective Diaries,Episode 88,36.15,True Crime,71.04,Friday,Morning,14.14,1.0,Negative,33.19896
18857,Business Insights,Episode 41,34.89,Business,30.58,Tuesday,Night,70.91,3.0,Negative,15.19602
18858,Tech Talks,Episode 72,119.29,Technology,68.36,Saturday,Night,68.42,2.0,Neutral,55.60954
18859,News Roundup,Episode 94,52.12,News,20.86,Friday,Evening,14.96,3.0,Negative,27.17353
18860,Market Masters,Episode 73,44.92,Business,58.71,Wednesday,Afternoon,32.94,1.0,Positive,26.38
18861,Brain Boost,Episode 41,69.57,Education,57.49,Sunday,Evening,92.54,1.0,Positive,54.0453
18862,True Crime Stories,Episode 52,118.38,True Crime,85.54,Friday,Afternoon,24.19,0.0,Negative,108.18516
18863,World Watch,Episode 10,114.16,News,92.28,Saturday,Afternoon,23.14,0.0,Positive,72.61596
18864,Lifestyle Lounge,Episode 90,,Lifestyle,33.76,Thursday,Morning,88.57,1.0,Positive,54.49411
18865,Healthy Living,Episode 40,78.91,Health,42.35,Sunday,Afternoon,24.77,3.0,Negative,55.06399
18866,Sports Weekly,Episode 84,61.36,Sports,24.53,Wednesday,Afternoon,53.67,0.0,Negative,52.72963
18867,Criminal Minds,Episode 99,60.64,True Crime,98.25,Thursday,Morning,86.82,1.0,Negative,56.95
18868,Gadget Geek,Episode 32,40.88,Technology,85.16,Sunday,Afternoon,10.88,2.0,Neutral,38.67808
18869,Market Masters,Episode 98,84.38,Business,84.46,Friday,Night,27.72,1.0,Negative,59.87
18870,True Crime Stories,Episode 86,97.05,True Crime,44.19,Tuesday,Evening,35.3,2.0,Negative,60.78022
18871,Detective Diaries,Episode 84,106.06,True Crime,62.07,Tuesday,Night,47.88,1.0,Neutral,88.71462
18872,Home & Living,Episode 33,116.42,Lifestyle,38.51,Thursday,Night,68.71,1.0,Neutral,111.55844
18873,Business Briefs,Episode 29,,Business,74.89,Thursday,Afternoon,,3.0,Neutral,54.92304
18874,Innovators,Episode 85,35.67,Technology,90.68,Monday,Night,24.66,1.0,Positive,11.63
18875,Learning Lab,Episode 20,,Music,39.56,Monday,Morning,93.96,2.0,Negative,94.76689
18876,Daily Digest,Episode 24,27.08,News,44.74,Sunday,Afternoon,37.46,0.0,Neutral,14.93802
18877,Market Masters,Episode 96,84.31,Business,94.86,Wednesday,Morning,8.62,0.0,Positive,47.12521
18878,Home & Living,Episode 36,33.57,Lifestyle,63.98,Wednesday,Night,18.61,1.0,Neutral,12.74679
18879,Joke Junction,Episode 40,18.11,Comedy,33.74,Monday,Evening,51.77,1.0,Negative,11.91913
18880,Gadget Geek,Episode 52,30.04,Technology,54.18,Monday,Night,60.39,2.0,Neutral,13.97
18881,Finance Focus,Episode 42,6.6,Business,67.19,Friday,Afternoon,,1.0,Negative,0.0
18882,Current Affairs,Episode 65,86.22,News,96.02,Thursday,Night,86.87,0.0,Negative,45.79
18883,Fitness First,Episode 34,44.1,Health,55.13,Saturday,Afternoon,,1.0,Negative,36.2
18884,Fashion Forward,Episode 63,,Lifestyle,58.81,Friday,Night,55.93,1.0,Positive,29.07
18885,Humor Hub,Episode 51,30.02,Comedy,27.71,Friday,Night,73.19,0.0,Positive,21.54
18886,Tech Trends,Episode 18,78.32,Technology,33.23,Wednesday,Afternoon,43.91,0.0,Positive,71.89214
18887,Business Briefs,Episode 56,49.14,Business,64.06,Sunday,Evening,66.65,1.0,Positive,40.60129
18888,Melody Mix,Episode 96,96.79,Music,59.75,Thursday,Evening,91.17,0.0,Neutral,64.63768
18889,Mystery Matters,Episode 74,102.79,True Crime,64.64,Saturday,Night,67.46,0.0,Neutral,66.56117
18890,Innovators,Episode 93,88.44,Technology,93.63,Friday,Evening,98.49,1.0,Negative,76.56687
18891,Melody Mix,Episode 46,94.39,Music,92.48,Monday,Night,96.11,1.0,Neutral,61.80348
18892,Mystery Matters,Episode 64,92.18,True Crime,31.93,Tuesday,Evening,84.06,2.0,Neutral,66.33384
18893,Market Masters,Episode 38,114.2,Business,35.59,Thursday,Night,,0.0,Neutral,90.2192
18894,Sports Central,Episode 72,11.78,Sports,71.22,Wednesday,Afternoon,54.02,3.0,Negative,7.77199
18895,Innovators,Episode 31,40.77,Technology,96.84,Thursday,Evening,54.53,3.0,Negative,25.12285
18896,Life Lessons,Episode 95,64.66,Lifestyle,49.07,Tuesday,Afternoon,,3.0,Negative,31.24794
18897,Brain Boost,Episode 94,59.41,Education,39.81,Thursday,Evening,,3.0,Neutral,29.17657
18898,Tech Talks,Episode 72,66.66,Technology,77.86,Sunday,Morning,20.67,1.0,Negative,53.89546
18899,Wellness Wave,Episode 51,88.71,Health,49.85,Monday,Morning,,3.0,Negative,48.18387
18900,Daily Digest,Episode 36,,News,91.23,Wednesday,Evening,38.34,3.0,Neutral,69.02701
18901,World Watch,Episode 38,,News,43.14,Thursday,Evening,,3.0,Negative,43.08868
18902,Tune Time,Episode 47,53.37,Music,59.71,Thursday,Night,73.39,3.0,Negative,22.04505
18903,Tech Trends,Episode 70,90.86,Technology,26.97,Saturday,Evening,,0.0,Negative,79.78866
18904,Funny Folks,Episode 53,16.93,Comedy,88.18,Wednesday,Afternoon,19.56,2.0,Neutral,0.75859
18905,Business Briefs,Episode 73,87.07,Business,87.02,Thursday,Evening,27.71,3.0,Positive,58.57435
18906,Fashion Forward,Episode 27,105.58,Lifestyle,87.19,Saturday,Morning,47.56,1.0,Positive,96.82972
18907,Tech Trends,Episode 88,9.85,Technology,30.64,Wednesday,Morning,,2.0,Neutral,4.37932
18908,Learning Lab,Episode 6,40.81,Education,40.91,Monday,Afternoon,76.65,2.0,Neutral,26.76314
18909,True Crime Stories,Episode 99,97.71,True Crime,62.0,Sunday,Evening,76.44,0.0,Negative,85.57341
18910,Sports Weekly,Episode 99,60.43,Sports,65.56,Thursday,Afternoon,,0.0,Neutral,41.33907
18911,Detective Diaries,Episode 38,23.44,True Crime,72.13,Thursday,Evening,34.65,1.0,Neutral,13.41069
18912,Fitness First,Episode 63,,Health,51.07,Friday,Night,5.51,1.0,Positive,39.59528
18913,Humor Hub,Episode 24,83.86,Comedy,98.14,Tuesday,Afternoon,55.37,1.0,Negative,57.85867
18914,Lifestyle Lounge,Episode 77,39.34,Lifestyle,71.36,Wednesday,Night,72.34,3.0,Negative,24.59366
18915,Crime Chronicles,Episode 92,100.83,True Crime,26.93,Wednesday,Evening,47.82,0.0,Positive,94.88554
18916,Tech Trends,Episode 39,92.15,Technology,38.3,Saturday,Evening,59.4,2.0,Neutral,76.54443
18917,Laugh Line,Episode 86,60.01,Comedy,43.14,Friday,Evening,65.93,0.0,Negative,33.71038
18918,Business Briefs,Episode 48,13.59,Business,26.63,Wednesday,Afternoon,,1.0,Negative,12.08
18919,Innovators,Episode 31,,Technology,25.55,Thursday,Afternoon,26.07,1.0,Neutral,23.72026
18920,Business Insights,Episode 21,52.49,Business,24.33,Saturday,Evening,42.82,0.0,Neutral,37.71527
18921,Laugh Line,Episode 73,81.54,Comedy,90.46,Sunday,Night,40.18,2.0,Negative,66.91818
18922,Global News,Episode 61,74.67,News,63.06,Sunday,Evening,75.06,1.0,Negative,53.83357
18923,Criminal Minds,Episode 64,93.75,True Crime,48.14,Sunday,Morning,5.41,0.0,Negative,75.64124
18924,Healthy Living,Episode 13,32.81,Health,29.9,Tuesday,Morning,99.4,0.0,Neutral,28.35416
18925,Laugh Line,Episode 1,42.38,Comedy,88.31,Sunday,Morning,,1.0,Neutral,28.53246
18926,Tune Time,Episode 41,108.38,Music,86.61,Monday,Morning,89.25,0.0,Positive,99.64559
18927,Gadget Geek,Episode 38,78.26,Technology,55.42,Monday,Morning,32.28,1.0,Negative,62.76
18928,Study Sessions,Episode 38,30.76,Education,27.68,Saturday,Night,73.14,3.0,Negative,14.71
18929,Study Sessions,Episode 69,98.1,Education,66.14,Sunday,Morning,84.43,1.0,Negative,44.48281
18930,Lifestyle Lounge,Episode 99,31.18,Lifestyle,49.76,Sunday,Afternoon,67.98,0.0,Neutral,18.82172
18931,Tech Trends,Episode 63,21.18,Technology,92.22,Thursday,Evening,50.97,3.0,Neutral,7.83148
18932,Global News,Episode 29,98.72,News,36.47,Tuesday,Night,,2.0,Neutral,52.97678
18933,Comedy Corner,Episode 38,98.63,Comedy,34.31,Sunday,Morning,,1.0,Positive,65.96
18934,Digital Digest,Episode 34,5.67,Technology,29.69,Saturday,Morning,41.26,1.0,Neutral,0.4885
18935,Wellness Wave,Episode 32,112.52,Health,32.27,Sunday,Morning,60.39,0.0,Negative,69.97904
18936,Daily Digest,Episode 8,113.24,News,83.11,Saturday,Night,74.57,1.0,Neutral,82.49877
18937,Sound Waves,Episode 62,118.03,Music,81.39,Thursday,Afternoon,32.32,1.0,Neutral,100.42
18938,Healthy Living,Episode 28,98.09,Health,58.42,Tuesday,Night,,0.0,Positive,91.39581
18939,Daily Digest,Episode 85,101.48,News,83.67,Sunday,Morning,98.46,0.0,Neutral,48.11668
18940,True Crime Stories,Episode 83,116.42,True Crime,30.11,Monday,Night,95.67,1.0,Neutral,78.68638
18941,Tech Talks,Episode 80,40.21,Technology,29.44,Wednesday,Morning,,0.0,Negative,29.46775
18942,Tune Time,Episode 38,107.79,Music,41.19,Saturday,Afternoon,,1.0,Negative,82.39
18943,Tech Talks,Episode 63,33.51,Technology,90.91,Monday,Morning,50.94,2.0,Positive,21.36971
18944,Innovators,Episode 26,,Technology,26.27,Monday,Morning,10.27,2.0,Positive,98.19961
18945,Fitness First,Episode 20,37.67,Health,49.66,Sunday,Morning,73.6,2.0,Negative,26.1417
18946,Tech Talks,Episode 73,29.28,Technology,62.71,Friday,Evening,99.36,2.0,Neutral,8.21
18947,Market Masters,Episode 65,30.59,Business,99.18,Sunday,Evening,80.17,1.0,Negative,8.20004
18948,Humor Hub,Episode 86,,Comedy,30.18,Monday,Night,,1.0,Negative,52.62416
18949,Daily Digest,Episode 75,107.63,News,88.18,Saturday,Evening,9.76,3.0,Neutral,73.66765
18950,World Watch,Episode 69,38.88,News,53.79,Wednesday,Afternoon,,2.0,Positive,28.66517
18951,Criminal Minds,Episode 19,66.92,True Crime,35.96,Saturday,Night,65.62,0.0,Negative,50.77117
18952,Finance Focus,Episode 24,97.27,Business,97.16,Thursday,Night,19.56,1.0,Positive,83.21116
18953,Daily Digest,Episode 19,21.77,News,57.25,Saturday,Night,16.28,0.0,Negative,9.93552
18954,Athlete's Arena,Episode 74,70.59,Sports,69.89,Friday,Afternoon,12.33,1.0,Positive,69.18244
18955,Money Matters,Episode 71,53.71,Business,77.83,Thursday,Evening,9.39,1.0,Negative,48.46931
18956,Lifestyle Lounge,Episode 48,70.46,Lifestyle,45.32,Friday,Night,67.51,1.0,Neutral,43.8146
18957,Criminal Minds,Episode 38,69.5,True Crime,76.7,Friday,Night,54.84,3.0,Positive,46.88105
18958,Comedy Corner,Episode 29,104.29,Comedy,68.39,Thursday,Morning,,1.0,Positive,87.65653
18959,Comedy Corner,Episode 33,78.02,Comedy,78.56,Friday,Morning,,0.0,Neutral,37.89203
18960,Game Day,Episode 22,111.19,Sports,42.05,Sunday,Evening,,1.0,Neutral,75.15278
18961,Innovators,Episode 31,14.34,Technology,37.83,Wednesday,Night,62.87,2.0,Negative,5.54651
18962,Sport Spot,Episode 3,59.17,Sports,74.17,Monday,Night,85.88,1.0,Neutral,42.34752
18963,Mystery Matters,Episode 42,,True Crime,45.52,Sunday,Morning,90.15,0.0,Neutral,18.80104
18964,Funny Folks,Episode 37,118.69,Comedy,47.56,Saturday,Evening,,1.0,Positive,86.7645
18965,Educational Nuggets,Episode 63,62.38,Education,89.1,Thursday,Evening,54.85,0.0,Negative,41.62351
18966,True Crime Stories,Episode 66,,True Crime,61.91,Wednesday,Afternoon,,0.0,Positive,59.76517
18967,Fashion Forward,Episode 68,83.93,Lifestyle,26.98,Monday,Afternoon,73.78,2.0,Neutral,46.42
18968,Laugh Line,Episode 84,84.05,Comedy,60.72,Friday,Afternoon,94.54,0.0,Negative,65.9061
18969,Athlete's Arena,Episode 51,76.06,Sports,78.79,Sunday,Afternoon,98.44,0.0,Negative,75.43592
18970,Global News,Episode 14,119.63,News,45.21,Monday,Night,6.09,0.0,Neutral,115.24532
18971,Tune Time,Episode 78,16.09,Music,88.54,Thursday,Night,16.32,2.0,Neutral,5.37031
18972,Tune Time,Episode 34,31.22,Music,58.01,Tuesday,Night,5.03,0.0,Negative,12.25315
18973,Fashion Forward,Episode 35,7.87,Lifestyle,78.83,Monday,Afternoon,6.58,1.0,Neutral,7.64656
18974,Sound Waves,Episode 39,5.71,Music,49.43,Sunday,Afternoon,39.81,1.0,Positive,0.0
18975,Wellness Wave,Episode 33,,Health,82.11,Saturday,Evening,,0.0,Neutral,67.96759
18976,Daily Digest,Episode 80,56.41,News,59.32,Wednesday,Night,59.73,3.0,Negative,42.77124
18977,Detective Diaries,Episode 7,43.72,True Crime,84.73,Wednesday,Evening,63.61,0.0,Neutral,29.30192
18978,World Watch,Episode 15,,News,56.85,Wednesday,Night,99.29,1.0,Positive,47.69742
18979,Joke Junction,Episode 44,6.05,Comedy,35.01,Monday,Morning,,1.0,Positive,0.0
18980,Learning Lab,Episode 89,19.23,Education,38.97,Sunday,Evening,67.9,2.0,Negative,12.75436
18981,Tech Talks,Episode 39,22.9,Technology,39.87,Thursday,Evening,60.68,1.0,Negative,10.58669
18982,Learning Lab,Episode 31,64.02,Education,96.41,Monday,Night,94.81,2.0,Negative,48.45349
18983,Business Insights,Episode 15,38.01,Business,93.87,Wednesday,Evening,,1.0,Positive,31.93239
18984,Digital Digest,Episode 19,48.78,Technology,91.61,Friday,Evening,97.41,3.0,Negative,38.9866
18985,Laugh Line,Episode 36,,Comedy,54.11,Sunday,Night,51.83,0.0,Positive,78.75784
18986,Learning Lab,Episode 12,42.97,Education,44.6,Saturday,Morning,40.34,0.0,Positive,29.60029
18987,Detective Diaries,Episode 58,34.57,True Crime,87.76,Thursday,Evening,79.54,0.0,Positive,24.88067
18988,Innovators,Episode 29,76.23,Technology,24.27,Thursday,Afternoon,62.42,0.0,Negative,63.03512
18989,Comedy Corner,Episode 12,89.38,Comedy,27.12,Monday,Night,17.14,0.0,Positive,43.4886
18990,Brain Boost,Episode 33,74.13,Education,57.66,Monday,Evening,87.65,1.0,Positive,61.4679
18991,Sports Central,Episode 64,90.29,Sports,32.4,Friday,Evening,27.29,2.0,Neutral,57.48
18992,Game Day,Episode 58,61.69,Sports,74.46,Wednesday,Evening,3.11,1.0,Neutral,53.57881
18993,Crime Chronicles,Episode 4,116.88,True Crime,30.61,Sunday,Evening,72.17,1.0,Neutral,86.3224
18994,Athlete's Arena,Episode 25,112.03,Sports,36.29,Sunday,Evening,86.49,3.0,Neutral,94.80341
18995,Sports Weekly,Episode 98,47.83,Sports,88.38,Wednesday,Evening,63.64,1.0,Positive,34.95767
18996,Laugh Line,Episode 1,109.2,Comedy,90.73,Thursday,Night,55.28,1.0,Positive,70.83542
18997,World Watch,Episode 7,44.09,News,24.57,Friday,Evening,94.23,1.0,Negative,40.5976
18998,Mystery Matters,Episode 6,53.83,True Crime,82.69,Wednesday,Night,97.19,0.0,Neutral,44.89858
18999,Business Briefs,Episode 62,82.19,Business,25.84,Thursday,Evening,,3.0,Neutral,64.38122
19000,Innovators,Episode 92,84.42,Technology,71.52,Thursday,Evening,76.5,3.0,Negative,66.97188
19001,Tune Time,Episode 31,90.24,Music,36.29,Monday,Afternoon,23.42,1.0,Neutral,67.59287
19002,Tech Trends,Episode 82,,Technology,79.42,Tuesday,Evening,82.06,0.0,Negative,23.11981
19003,Music Matters,Episode 27,54.75,Music,86.75,Thursday,Evening,,2.0,Negative,33.91675
19004,Lifestyle Lounge,Episode 22,34.63,Lifestyle,47.82,Monday,Evening,52.27,0.0,Neutral,15.87699
19005,Tech Talks,Episode 68,28.1,Technology,49.83,Monday,Morning,52.06,1.0,Negative,18.09944
19006,Current Affairs,Episode 46,,News,64.21,Thursday,Night,,2.0,Positive,62.62566
19007,Detective Diaries,Episode 19,115.7,True Crime,37.75,Sunday,Evening,58.36,3.0,Neutral,86.86117
